gene	WT1	WT2	WT3	DL1	DL2	DL3	E41	E42	E43	XG1	XG2	XG3
CCNA_03325	7251	3511	4611	7521	8269	9126	1114	1377	1491	3664	2937	3318
CCNA_03326	28	35	26	60	88	92	26	42	30	39	23	29
CCNA_03327	438	455	236	1854	2959	2233	479	910	658	630	472	446
CCNA_03328	53	72	28	290	419	437	107	179	155	103	45	47
CCNA_03329	14	13	6	67	93	115	32	66	27	32	11	15
CCNA_03330	23	40	12	183	228	260	90	162	71	64	24	36
CCNA_03331	27	31	11	160	191	237	96	145	105	53	17	31
CCNA_03332	12	22	3	94	108	126	28	80	49	24	8	5
CCNA_03333	68	59	28	247	270	371	103	181	110	74	49	61
CCNA_03334	246	102	136	237	395	340	49	102	87	149	164	129
CCNA_03335	4	7	5	27	42	59	12	20	22	14	10	20
CCNA_03336	27	14	34	46	58	66	9	15	26	38	31	29
CCNA_03337	37	24	24	161	193	212	9	14	16	212	149	194
CCNA_03338	32	26	25	73	90	75	15	40	22	36	18	22
CCNA_03339	3	6	7	13	24	32	4	21	7	10	5	7
CCNA_03340	8	3	4	11	12	20	2	8	7	8	7	2
CCNA_03341	11	7	14	41	68	66	18	33	26	37	8	21
CCNA_03342	12	13	10	43	45	51	9	16	11	10	18	18
CCNA_03343	9	15	5	30	37	46	11	12	12	15	8	12
CCNA_03344	12	17	7	53	81	60	19	41	21	10	14	20
CCNA_03345	11	11	2	29	34	38	14	19	16	11	7	9
CCNA_03346	14	12	4	41	38	49	17	27	10	17	10	16
CCNA_03347	19	18	9	49	68	78	25	35	20	24	17	24
CCNA_03991	4	6	3	13	13	18	2	5	5	12	5	7
CCNA_03348	153	114	97	143	162	207	55	93	65	54	53	48
CCNA_03349	22	41	10	36	54	65	33	48	33	10	9	15
CCNA_03350	1	8	6	27	22	28	10	19	10	5	2	7
CCNA_03351	14	20	4	36	52	80	26	32	27	13	8	10
CCNA_03352	6	16	8	35	44	62	20	46	27	16	10	11
CCNA_03353	29	26	15	82	73	83	33	48	26	37	18	23
CCNA_03354	14	20	7	51	105	113	19	56	33	25	14	24
CCNA_R0077	5235	6164	3739	7675	7919	7109	3994	7959	4699	5361	2706	3237
CCNA_03355	54	55	35	128	158	192	65	87	79	64	49	55
CCNA_R0189	10	7	1	22	27	26	5	13	10	7	11	7
CCNA_03356	1	6	0	11	21	23	3	15	9	4	2	4
CCNA_03357	6	12	6	24	46	48	14	19	16	12	6	11
CCNA_03358	25	18	11	59	77	78	19	41	33	22	29	31
CCNA_03359	40	65	15	95	128	119	53	83	94	72	37	36
CCNA_03360	170	219	104	349	393	322	120	207	139	212	111	135
CCNA_03905	5	10	7	45	51	63	21	41	23	19	4	12
CCNA_03273	6	13	3	40	39	61	15	30	22	15	9	12
CCNA_03362	10	9	4	45	67	78	36	41	20	20	3	16
CCNA_03363	13	18	5	32	52	56	19	29	20	24	17	12
CCNA_03364	15	33	8	94	137	158	57	107	75	35	19	19
CCNA_03365	9	45	5	123	159	202	58	130	83	32	11	24
CCNA_03366	12	34	10	115	119	168	45	101	59	38	16	27
CCNA_03367	11	21	3	111	118	204	71	120	75	40	12	24
CCNA_03368	90	83	68	195	248	260	58	131	81	105	59	114
CCNA_03369	248	227	139	421	569	529	109	238	143	261	124	178
CCNA_03370	52	96	27	186	251	344	99	243	132	97	38	50
CCNA_03371	62	119	56	194	259	346	107	213	117	119	57	58
CCNA_03372	322	194	162	476	596	506	123	165	125	256	181	205
CCNA_03373	6	4	3	26	35	63	16	47	27	8	5	14
CCNA_03374	26	9	16	89	123	113	25	40	35	36	37	33
CCNA_03375	17	16	9	80	73	111	30	50	38	39	8	24
CCNA_03376	11	10	7	70	72	125	26	61	45	26	13	16
CCNA_03377	7	18	0	73	88	118	27	57	33	33	8	8
CCNA_03378	27	48	16	147	178	294	62	175	102	72	15	29
CCNA_03379	37	32	32	107	117	127	22	74	53	44	16	18
CCNA_03380	53	68	55	184	202	292	63	138	91	79	38	53
CCNA_03381	5	16	5	36	56	58	19	38	20	20	11	15
CCNA_03382	8	16	5	48	59	73	29	46	36	18	13	14
CCNA_03383	14	15	6	46	76	98	17	60	20	26	13	20
CCNA_03384	4	8	6	30	29	34	14	20	22	10	8	7
CCNA_R0190	6	13	3	37	47	55	13	17	13	32	18	22
CCNA_03385	5	12	3	24	27	40	11	15	12	9	2	4
CCNA_03386	25	29	22	109	151	150	22	59	38	91	59	61
CCNA_03387	8	9	2	9	27	25	5	11	10	11	3	6
CCNA_03388	4	0	6	15	26	37	10	18	10	6	4	4
CCNA_03389	6	14	8	28	34	55	12	26	13	13	7	4
CCNA_03390	30	31	10	35	53	51	9	13	14	16	7	7
CCNA_03391	13	9	9	13	20	22	8	11	9	4	5	5
CCNA_03392	13	9	11	26	53	49	21	26	16	11	8	18
CCNA_03393	6	2	1	8	17	27	5	15	12	6	7	2
CCNA_03394	55	34	16	78	116	100	17	58	19	31	41	29
CCNA_03395	40	32	76	80	76	86	24	37	30	102	48	83
CCNA_03396	66	62	45	184	246	291	84	196	129	90	37	43
CCNA_03397	8	4	7	13	13	27	9	12	7	9	4	3
CCNA_03398	15	15	8	68	84	81	13	26	18	26	14	23
CCNA_03399	20	21	14	62	91	87	18	36	21	25	20	21
CCNA_03400	435	250	234	267	389	301	69	100	82	198	113	113
CCNA_03401	18	18	21	54	80	70	19	37	35	18	20	17
CCNA_03402	10	7	9	28	36	44	6	15	9	21	6	10
CCNA_03403	56	35	53	105	122	82	17	32	43	81	46	47
CCNA_03404	24	44	33	66	78	53	30	29	25	28	21	17
CCNA_03405	47	60	39	91	111	110	25	37	40	44	30	25
CCNA_03406	3	7	12	48	58	65	18	34	16	14	6	10
CCNA_03407	42	51	22	79	104	131	41	65	41	33	16	27
CCNA_03408	41	35	31	62	65	92	21	55	41	22	14	13
CCNA_03409	14	14	6	22	44	41	9	17	15	16	10	12
CCNA_03410	7	8	6	16	23	27	10	7	8	11	5	7
CCNA_03906	212	256	173	852	1601	1240	276	563	489	259	220	224
CCNA_03412	31	21	27	88	100	112	30	59	52	45	22	21
CCNA_03413	11	9	2	27	35	35	10	15	18	12	8	12
CCNA_03414	21	18	17	66	78	101	28	46	41	16	22	21
CCNA_03415	31	11	22	26	34	56	7	14	10	20	21	20
CCNA_03416	6	15	3	38	36	47	17	24	28	25	7	12
CCNA_03417	7	3	6	41	47	55	15	21	22	14	10	17
CCNA_03418	4	2	1	15	25	28	8	14	8	6	6	6
CCNA_03419	1	4	0	9	18	26	11	17	8	6	5	2
CCNA_03420	8	7	4	26	26	35	9	19	9	10	4	4
CCNA_03421	29	15	22	53	72	93	21	31	15	32	23	21
CCNA_03422	50	22	31	97	136	167	49	78	51	48	29	45
CCNA_03423	11	9	4	26	29	51	26	30	22	14	4	5
CCNA_03424	7	20	9	84	80	132	37	74	31	20	20	16
CCNA_03425	0	2	3	12	10	19	2	8	6	3	3	0
CCNA_03426	6	9	5	36	40	50	14	43	21	9	9	3
CCNA_03907	1	4	1	33	47	46	9	34	24	10	4	5
CCNA_03428	4	6	0	39	32	49	22	25	28	9	3	6
CCNA_03429	9	10	5	78	84	93	30	72	30	22	20	16
CCNA_03430	3	6	6	39	46	70	21	44	22	15	10	6
CCNA_03431	46	41	32	82	99	113	24	56	34	48	40	34
CCNA_03432	5	6	3	28	27	34	9	10	13	17	7	8
CCNA_03433	29	38	14	60	61	79	28	42	36	30	17	28
CCNA_03434	15	23	9	62	61	68	23	53	29	27	16	20
CCNA_R0191	3	4	2	12	10	6	3	9	5	2	2	5
CCNA_03435	46	51	28	67	84	119	38	54	54	52	27	37
CCNA_03436	40	37	21	140	159	204	69	113	89	61	22	37
CCNA_03437	45	39	20	120	127	143	28	74	53	54	29	42
CCNA_03438	0	1	4	16	21	28	3	15	8	13	5	5
CCNA_03439	18	15	28	22	24	29	6	13	12	18	10	10
CCNA_03440	9	18	4	52	43	64	22	35	30	23	7	14
CCNA_03441	16	14	9	84	81	124	25	82	36	22	13	17
CCNA_03442	21	33	7	82	115	137	53	86	49	38	10	21
CCNA_03443	2	5	2	20	25	35	16	17	12	18	8	10
CCNA_03444	230	253	84	465	588	540	152	189	160	255	307	198
CCNA_R0192	3	6	2	13	13	10	8	6	3	6	6	4
CCNA_03445	19	29	11	86	103	135	32	81	52	43	20	17
CCNA_03446	51	41	41	115	158	170	27	69	35	52	50	41
CCNA_03447	52	86	30	125	129	74	38	50	44	54	23	24
CCNA_03448	12	32	12	24	30	38	14	21	26	13	4	13
CCNA_03449	13	10	5	39	66	63	27	40	22	18	9	14
CCNA_03450	7	17	9	43	34	44	14	29	14	20	18	12
CCNA_03451	2	3	2	26	36	27	5	10	7	35	61	82
CCNA_03452	12	5	9	31	62	60	13	13	14	20	17	21
CCNA_03453	41	22	24	85	102	100	14	41	20	28	24	29
CCNA_03454	17	20	8	55	96	113	31	59	38	23	16	16
CCNA_03455	9	11	8	51	87	111	19	45	36	27	13	8
CCNA_03456	5	11	4	40	45	44	24	23	18	12	3	7
CCNA_03457	14	19	9	62	49	65	22	50	17	30	12	15
CCNA_03458	15	9	4	42	61	70	19	35	11	22	6	10
CCNA_03992	0	1	0	11	18	19	3	6	5	3	0	4
CCNA_03459	11	41	19	128	133	166	61	101	59	29	18	22
CCNA_03460	18	11	11	106	136	159	24	42	40	27	17	23
CCNA_03461	56	27	23	152	216	225	16	35	15	46	36	41
CCNA_03462	39	35	26	107	132	150	49	80	47	54	55	37
CCNA_03463	25	25	9	79	105	128	29	61	33	36	59	26
CCNA_03464	17	15	8	36	61	61	16	33	31	25	28	23
CCNA_03465	18	40	10	76	127	148	51	72	47	45	46	35
CCNA_03466	9	16	0	41	39	48	14	21	18	17	10	10
CCNA_03467	13	25	10	99	98	149	44	68	34	38	18	25
CCNA_03468	12	20	8	50	68	88	25	53	29	23	12	11
CCNA_03469	18	23	24	72	82	132	30	82	49	30	23	20
CCNA_03909	34	30	52	84	118	125	43	77	60	37	19	31
CCNA_03471	39	39	36	102	118	155	70	94	74	49	22	46
CCNA_03472	9	16	6	32	39	38	18	27	18	10	1	15
CCNA_03473	78	69	57	137	169	176	71	108	82	85	12	56
CCNA_03474	63	37	53	104	110	115	35	63	42	60	22	37
CCNA_03475	5	12	8	27	42	70	26	34	22	19	6	15
CCNA_03476	5	2	1	21	26	26	14	20	7	11	3	5
CCNA_03477	2	5	1	18	23	36	10	15	11	4	3	4
CCNA_03478	7	18	6	47	58	78	35	55	39	30	16	10
CCNA_03479	8	2	6	24	34	34	10	26	22	11	4	6
CCNA_03480	2	8	2	16	17	28	12	12	6	6	3	7
CCNA_03481	4	4	2	13	9	21	6	13	7	6	4	7
CCNA_03482	15	6	11	37	33	61	13	24	21	12	11	11
CCNA_03483	13	18	14	51	56	92	21	33	21	22	10	16
CCNA_03484	20	23	21	61	62	57	15	35	24	28	19	20
CCNA_03485	173	99	97	165	226	208	51	98	59	87	59	68
CCNA_03486	11	4	5	58	56	83	17	12	9	69	37	52
CCNA_03487	81	55	73	73	87	85	43	58	63	58	11	33
CCNA_03488	116	136	128	166	212	184	100	152	108	128	34	51
CCNA_03489	9	14	4	24	44	34	19	26	20	25	13	13
CCNA_03490	10	13	5	24	29	29	6	11	5	16	6	5
CCNA_03491	15	17	13	45	46	72	23	33	15	30	11	17
CCNA_03492	43	35	41	81	84	111	29	38	23	34	29	29
CCNA_03493	6	7	3	23	26	30	11	16	12	8	9	6
CCNA_03494	19	16	8	60	75	110	24	51	33	29	24	15
CCNA_03495	23	19	11	73	84	95	30	65	36	31	19	16
CCNA_03496	28	20	26	37	63	93	19	27	14	22	25	20
CCNA_03497	5	7	0	19	28	43	12	22	12	4	5	4
CCNA_03498	4	9	0	17	21	33	11	24	17	6	5	1
CCNA_03499	9	20	4	26	26	29	13	24	14	12	4	9
CCNA_03500	44	71	33	88	114	130	38	66	35	65	19	40
CCNA_03501	8	13	3	23	37	43	15	21	18	17	6	13
CCNA_03502	14	25	12	47	77	70	18	33	25	24	16	23
CCNA_03503	21	21	5	23	36	31	11	19	10	24	25	12
CCNA_03504	23	21	14	59	67	84	19	35	23	22	7	18
CCNA_03505	16	13	10	33	50	46	13	12	16	15	31	15
CCNA_03506	125	94	121	194	197	186	35	73	45	122	104	95
CCNA_03507	18	34	14	53	91	98	30	53	30	38	13	16
CCNA_03508	16	11	6	31	37	46	7	20	18	19	10	6
CCNA_03509	7	14	0	48	63	79	21	42	26	18	11	14
CCNA_03510	24	17	8	61	72	100	20	35	25	30	17	28
CCNA_03511	27	15	9	77	94	119	14	27	19	31	24	34
CCNA_03512	31	10	10	59	73	84	10	21	13	22	17	31
CCNA_03513	339	157	241	417	506	525	96	109	94	233	147	190
CCNA_03514	568	294	504	415	547	559	111	129	120	237	155	226
CCNA_03515	176	70	132	62	117	115	18	34	17	63	45	52
CCNA_03516	281	161	220	318	423	420	62	93	75	141	102	177
CCNA_03517	165	82	111	211	271	309	48	79	74	111	126	103
CCNA_03518	85	80	49	175	204	244	58	109	76	76	89	72
CCNA_03519	15	22	33	82	96	130	46	65	44	27	24	36
CCNA_03520	14	32	26	68	122	141	46	77	48	29	16	21
CCNA_03521	32	47	44	149	216	274	74	146	110	57	35	36
CCNA_03522	101	49	92	157	245	247	66	110	73	102	59	47
CCNA_03523	5	8	3	27	49	46	10	23	27	7	9	5
CCNA_R0078	4	2	4	15	14	15	5	14	6	2	3	3
CCNA_03524	27	47	10	147	208	282	56	142	77	54	34	26
CCNA_03525	4	4	3	17	23	25	8	20	10	7	5	4
CCNA_03526	9	9	4	22	22	25	8	18	11	8	2	5
CCNA_03527	28	36	8	91	95	148	42	76	42	28	16	26
CCNA_03528	11	10	3	28	37	28	9	21	10	8	9	5
CCNA_03529	63	41	32	79	113	106	33	47	31	44	37	47
CCNA_03530	12	9	3	44	40	41	13	18	20	8	12	7
CCNA_03531	13	21	4	64	65	113	25	46	43	26	22	12
CCNA_03532	59	58	32	105	145	199	22	66	62	94	49	39
CCNA_03533	81	72	33	162	230	235	52	100	84	59	38	55
CCNA_03534	2	6	4	23	13	27	6	10	11	7	5	5
CCNA_03535	80	72	49	201	235	222	33	52	57	77	37	69
CCNA_03536	7	9	5	32	33	29	7	14	7	23	5	7
CCNA_03537	27	22	9	72	99	124	19	67	39	60	37	26
CCNA_03538	11	24	4	92	136	151	30	94	57	51	31	25
CCNA_03539	6	13	3	48	51	71	18	31	28	18	7	17
CCNA_03540	7	16	5	49	76	97	24	61	27	21	5	17
CCNA_03541	21	26	11	72	102	151	27	68	41	42	19	26
CCNA_03542	25	13	9	43	51	79	8	31	22	32	12	17
CCNA_R0193	4	4	3	12	13	14	2	6	6	7	0	2
CCNA_03543	9	20	18	44	61	71	22	26	28	26	17	18
CCNA_03544	14	10	5	17	22	32	6	15	14	9	8	9
CCNA_03545	106	66	58	296	431	412	105	183	102	138	107	85
CCNA_03546	5	16	4	32	40	34	22	20	13	8	4	8
CCNA_03547	25	25	22	77	84	88	32	76	46	30	17	18
CCNA_03548	234	135	211	144	216	235	83	106	94	93	62	119
CCNA_03549	20	22	9	67	81	94	27	71	30	23	14	31
CCNA_03552	8	12	8	22	34	36	17	25	12	18	8	10
CCNA_03553	12	16	6	45	55	59	14	28	20	24	21	14
CCNA_03554	38	45	41	81	83	103	27	54	31	37	30	28
CCNA_03555	52	39	45	102	125	135	27	40	21	47	37	44
CCNA_03556	8	2	9	20	22	28	2	6	4	14	10	6
CCNA_03557	42	47	101	148	200	260	53	150	97	82	60	63
CCNA_03558	8	8	5	18	23	28	7	9	8	14	8	7
CCNA_03559	6	11	3	24	36	26	9	16	7	8	12	13
CCNA_03560	26	38	14	77	105	93	28	53	58	34	45	22
CCNA_R0194	5	12	4	21	23	23	4	10	10	4	8	5
CCNA_03561	17	26	14	64	67	81	24	39	33	36	30	32
CCNA_03562	48	52	42	106	168	159	53	85	56	58	58	49
CCNA_03563	13	20	13	60	80	80	19	46	23	19	12	18
CCNA_03564	1	2	5	6	9	10	2	5	0	4	5	2
CCNA_03565	6	6	14	37	91	31	7	11	12	25	53	28
CCNA_03993	4	8	2	16	10	17	7	13	11	6	7	6
CCNA_03567	27	20	15	81	90	104	19	28	30	30	31	33
CCNA_03568	46	36	56	92	151	93	22	49	51	25	41	28
CCNA_03569	12	8	17	33	37	44	15	20	19	12	15	14
CCNA_03570	11	3	7	17	18	26	4	11	12	13	3	6
CCNA_03571	6	3	5	19	16	43	14	18	13	8	5	8
CCNA_03994	1	0	1	10	7	12	7	6	5	0	1	4
CCNA_03572	5	14	12	27	26	34	7	12	7	16	9	10
CCNA_03573	36	47	19	96	114	109	37	50	32	63	32	35
CCNA_03574	40	54	15	96	133	133	47	76	60	52	66	38
CCNA_03575	45	24	25	56	69	75	14	27	23	44	46	36
CCNA_03576	1	1	2	12	10	15	3	7	10	1	2	3
CCNA_03577	45	47	28	139	208	253	63	136	77	78	38	42
CCNA_03578	10	34	9	110	165	214	63	114	72	62	19	46
CCNA_03579	139	46	45	169	221	217	27	49	43	112	108	172
CCNA_03580	78	75	38	176	241	233	76	115	77	127	52	66
CCNA_03581	3	5	2	30	26	29	11	18	18	8	3	9
CCNA_03582	2	1	2	19	25	30	11	24	14	9	4	6
CCNA_03583	0	1	1	13	13	14	6	14	6	5	3	5
CCNA_03584	7	2	2	19	33	36	11	24	14	8	5	6
CCNA_03585	10	4	3	21	27	23	4	15	8	5	4	5
CCNA_03586	5	2	6	16	24	30	10	25	11	13	2	7
CCNA_03587	88	33	50	93	118	98	12	25	21	101	126	138
CCNA_03588	23	35	10	152	181	279	91	168	106	48	12	29
CCNA_03589	26	43	19	149	142	188	73	138	88	44	27	26
CCNA_03590	23	19	8	52	66	75	20	42	22	16	15	17
CCNA_03591	44	41	24	155	188	265	50	100	65	72	59	67
CCNA_03592	2	4	3	18	29	47	9	33	14	8	5	4
CCNA_03593	62	60	47	152	233	211	44	89	58	94	84	59
CCNA_03594	5	4	7	37	42	57	6	24	20	16	6	14
CCNA_03595	17	17	14	43	42	44	15	18	14	20	16	20
CCNA_03596	21	13	19	34	38	37	8	13	10	16	8	19
CCNA_03597	37	14	25	48	48	59	13	20	15	21	16	24
CCNA_03598	41	40	27	82	104	111	45	71	42	33	24	26
CCNA_03995	1	5	1	3	8	9	2	2	1	3	2	1
CCNA_03599	20	19	3	89	103	137	36	75	64	37	18	25
CCNA_03600	4	8	7	27	55	64	20	44	15	20	9	14
CCNA_03601	55	30	88	96	133	125	25	52	34	73	33	65
CCNA_03602	34	28	65	76	95	122	31	47	42	47	22	38
CCNA_03603	50	30	32	92	102	137	35	84	46	45	22	27
CCNA_03604	10	9	11	16	31	29	11	5	17	11	9	12
CCNA_03605	28	32	27	58	66	62	28	49	34	29	13	22
CCNA_03607	516	443	231	868	1135	1142	269	389	318	424	431	341
CCNA_03609	517	289	251	1019	1374	1243	209	294	244	554	660	510
CCNA_03610	55	53	22	237	276	390	107	156	127	96	37	60
CCNA_03611	56	113	29	512	617	938	258	500	308	204	56	93
CCNA_03612	19	24	9	125	145	208	51	101	71	44	26	18
CCNA_03613	1	3	2	9	10	19	10	9	4	5	2	3
CCNA_03614	11	6	10	13	34	36	9	13	8	14	10	11
CCNA_03615	17	25	3	67	82	116	39	54	36	27	15	15
CCNA_03616	33	35	30	90	117	115	26	31	27	36	25	18
CCNA_03617	66	39	45	55	92	108	19	27	11	42	21	30
CCNA_03618	182	194	123	338	386	317	106	188	138	192	127	110
CCNA_03619	62	58	45	136	181	173	40	110	77	83	91	59
CCNA_03620	3	8	3	30	27	40	11	26	11	10	6	11
CCNA_03621	3	11	6	27	19	31	14	18	12	11	6	5
CCNA_03622	4	17	9	34	45	50	12	27	14	15	3	12
CCNA_03623	26	31	15	73	125	94	25	49	40	42	17	15
CCNA_03624	20	14	10	54	79	65	22	32	22	19	11	7
CCNA_03625	16	18	5	70	94	81	25	56	39	32	13	31
CCNA_R0079	7	7	6	18	36	34	8	16	9	9	12	5
CCNA_R0093	7	7	6	18	36	32	8	13	8	9	11	5
CCNA_03626	11	15	11	76	99	101	30	58	30	18	5	14
CCNA_03627	15	31	9	77	109	150	35	76	36	30	9	18
CCNA_03628	28	78	14	263	292	400	116	197	143	48	28	27
CCNA_R0080	11	12	7	57	63	91	26	33	30	20	8	14
CCNA_03629	526	527	230	1355	1584	1614	281	448	374	465	271	393
CCNA_03630	60	43	42	193	233	262	34	86	54	63	58	66
CCNA_R0195	46	30	40	131	155	169	26	60	32	42	39	47
CCNA_03631	1	6	1	10	19	18	4	10	4	1	0	2
CCNA_03632	2	5	2	18	13	29	9	18	11	11	7	5
CCNA_03633	20	38	10	139	185	213	53	101	72	61	26	29
CCNA_03634	9	42	6	106	161	213	76	133	79	35	7	37
CCNA_03996	1	4	0	13	23	24	9	12	8	3	6	5
CCNA_03635	5	18	4	60	78	77	27	59	33	18	13	14
CCNA_R0196	2	5	0	11	13	13	4	8	7	3	0	0
CCNA_03636	32	53	12	178	220	299	98	210	145	77	31	41
CCNA_03637	12	76	19	214	253	304	118	243	141	81	23	46
CCNA_R0082	21	23	14	75	78	103	37	77	41	31	16	19
CCNA_R0083	5546	5568	4408	4350	4961	4969	4007	7771	4790	5267	3080	3425
CCNA_R0085	15	32	9	165	206	259	63	167	100	53	45	23
CCNA_R0086	17	34	10	140	170	195	52	126	85	33	34	26
CCNA_03639	18	8	12	26	38	42	3	14	15	17	11	17
CCNA_03640	20	26	10	77	93	112	30	65	33	40	33	34
CCNA_03641	16	15	9	34	51	76	11	26	20	25	17	19
CCNA_03642	13	15	5	65	73	91	22	45	25	21	15	21
CCNA_03643	4	4	3	18	22	32	13	8	6	9	1	7
CCNA_03644	1	3	1	13	15	19	9	9	9	11	4	3
CCNA_03645	20	27	12	38	55	64	17	33	24	23	12	14
CCNA_03646	8	26	5	53	60	80	19	50	36	35	12	6
CCNA_03647	27	27	11	61	68	82	33	39	25	18	12	20
CCNA_03648	16	24	14	24	40	48	21	23	13	16	1	15
CCNA_03649	13	20	4	50	61	64	16	27	21	31	9	14
CCNA_03650	2	9	5	22	24	38	5	16	12	8	5	5
CCNA_03651	13	13	7	45	55	81	32	37	26	23	12	16
CCNA_03652	17	20	8	52	63	98	35	61	35	31	11	26
CCNA_03653	188	64	84	366	478	370	24	42	23	223	200	387
CCNA_03910	2	4	1	6	18	7	4	4	3	4	3	3
CCNA_03655	4	6	5	50	51	82	21	50	27	14	10	11
CCNA_03656	49	38	34	83	109	99	41	68	31	45	23	39
CCNA_03657	10	19	5	21	22	43	17	35	18	9	3	10
CCNA_03658	19	85	17	74	100	122	50	103	69	61	12	26
CCNA_03659	113	271	89	411	441	377	183	302	239	169	31	88
CCNA_03660	251	370	183	617	658	557	212	277	280	307	68	161
CCNA_03661	1	2	0	8	9	15	3	10	5	3	2	2
CCNA_03662	6	11	5	18	25	27	13	16	9	15	7	4
CCNA_03663	107	89	48	181	213	233	73	123	80	96	84	69
CCNA_03664	5	7	3	27	40	35	13	20	15	14	8	9
CCNA_03665	29	27	14	74	72	103	34	66	37	27	16	23
CCNA_03666	173	158	142	231	368	310	88	141	148	129	95	85
CCNA_03667	389	400	298	449	657	466	154	324	323	256	142	114
CCNA_03668	12	13	3	30	45	48	17	24	13	20	16	16
CCNA_R0081	14	19	7	44	76	77	19	38	23	19	7	17
CCNA_03669	16	17	9	77	110	149	44	66	41	36	25	29
CCNA_03670	8	17	10	48	98	120	41	68	59	18	12	13
CCNA_03671	8	15	1	54	63	92	19	45	28	18	10	16
CCNA_03672	36	18	21	76	88	102	27	38	33	54	64	43
CCNA_03673	45	43	28	110	154	109	25	33	28	52	33	44
CCNA_03674	163	117	74	247	342	256	42	78	55	120	102	94
CCNA_03675	72	65	49	148	239	216	48	110	74	59	37	50
CCNA_03676	22	24	10	28	59	42	21	29	30	19	7	14
CCNA_03677	7	6	7	43	54	76	16	30	25	15	9	15
CCNA_03678	11	10	6	33	56	71	19	33	19	14	13	17
CCNA_03679	2	3	3	14	15	22	3	17	8	6	1	5
CCNA_03680	65	72	51	219	277	320	65	146	101	97	55	62
CCNA_03681	14	25	27	142	172	249	47	122	98	45	20	27
CCNA_03682	5	10	5	33	44	53	14	31	11	13	14	7
CCNA_03683	4	4	5	28	44	51	16	22	20	10	13	6
CCNA_03684	10	7	9	27	48	52	19	34	22	11	13	12
CCNA_03685	14	19	9	44	53	71	21	49	23	25	7	14
CCNA_03686	40	48	35	172	225	270	67	152	103	82	53	41
CCNA_03687	9	9	1	52	72	77	20	39	27	17	7	8
CCNA_03688	3	4	6	20	29	38	24	24	19	10	5	6
CCNA_03689	690	525	268	2140	3034	1412	306	525	382	1406	2064	1109
CCNA_03690	19	36	10	89	107	87	26	70	38	47	19	27
CCNA_03691	7	14	4	60	57	77	26	45	29	15	6	16
CCNA_03692	11	14	10	54	67	70	22	54	37	18	9	20
CCNA_03693	14	15	7	59	65	85	25	43	21	25	12	7
CCNA_03694	168	178	60	270	344	357	71	125	105	125	91	120
CCNA_03695	2906	2020	716	9963	14674	12361	902	949	1205	3331	3795	2676
CCNA_03696	598	498	160	2388	3189	2834	235	322	314	798	738	671
CCNA_03697	64	62	19	209	255	241	38	63	65	98	66	58
CCNA_03698	7	9	3	31	25	57	17	22	12	20	7	16
CCNA_03699	47	96	52	152	212	192	62	145	88	82	62	57
CCNA_R0197	18	54	22	56	89	95	38	84	40	40	20	33
CCNA_03700	4	5	1	27	39	53	13	19	12	6	7	5
CCNA_03701	8	5	4	36	56	44	16	38	17	13	10	3
CCNA_03702	60	89	30	353	452	575	156	360	220	122	80	74
CCNA_03703	6	5	3	15	19	20	8	18	10	7	6	1
CCNA_03704	8	12	4	44	63	70	20	49	31	16	8	9
CCNA_03705	1	11	5	16	24	29	9	21	15	6	5	7
CCNA_R0089	1	3	3	5	7	7	1	3	0	6	11	1
CCNA_03706	253	94	141	180	292	221	25	51	55	107	114	93
CCNA_03707	16	15	12	52	48	39	8	13	24	19	9	17
CCNA_03708	11	21	8	64	87	107	31	59	32	25	16	24
CCNA_03709	16	36	4	82	105	139	52	86	57	26	8	31
CCNA_03710	206	318	190	247	312	314	167	277	240	195	78	118
CCNA_03711	783	885	672	593	699	815	399	503	504	409	277	323
CCNA_03712	11	15	10	41	50	77	20	42	21	23	6	14
CCNA_03713	13	35	12	135	149	159	51	101	66	35	21	21
CCNA_03714	42	50	20	94	132	174	47	88	68	48	29	22
CCNA_03715	72	59	35	142	169	220	62	118	90	66	37	24
CCNA_03716	39	68	20	145	211	286	83	176	98	90	39	46
CCNA_03717	95	127	68	308	335	418	118	265	196	147	58	98
CCNA_R0090	2	3	2	6	6	13	2	5	3	7	4	1
CCNA_03718	12	16	12	46	67	65	23	46	21	19	19	18
CCNA_R0198	1	1	0	0	4	1	0	0	0	0	0	0
CCNA_03719	21	18	17	44	53	63	18	33	20	8	10	13
CCNA_03721	17	14	5	35	53	74	22	46	30	20	4	14
CCNA_03722	45	47	30	175	176	247	61	153	88	59	37	39
CCNA_03723	7	5	6	21	33	24	5	22	11	6	5	6
CCNA_03724	6	9	4	36	53	68	14	29	25	18	10	11
CCNA_03725	10	18	7	98	94	162	29	83	44	37	10	19
CCNA_03726	22	36	12	112	141	177	52	110	57	41	17	29
CCNA_03727	15	19	6	99	139	127	30	87	48	27	15	17
CCNA_03728	5	4	1	37	59	59	8	19	8	22	15	9
CCNA_03729	6	14	7	55	73	92	16	34	24	20	9	10
CCNA_03730	10	13	4	41	48	62	22	32	21	15	10	10
CCNA_03731	9	12	5	38	36	89	17	35	24	7	9	10
CCNA_03732	20	41	16	89	116	138	28	70	39	40	33	31
CCNA_03733	18	31	18	109	133	194	48	99	65	35	16	26
CCNA_03734	36	51	27	175	232	296	95	159	100	59	30	54
CCNA_03735	35	47	9	233	300	375	108	222	120	62	42	37
