gene	WT1	WT2	WT3	DL1	DL2	DL3	E41	E42	E43	XG1	XG2	XG3
CCNA_02908	3	8	1	25	43	39	13	6	7	8	3	8
CCNA_02909	19	32	8	45	61	100	22	47	27	22	18	13
CCNA_02910	441	276	176	550	717	643	149	279	172	437	618	395
CCNA_02912	10	10	9	27	28	40	6	20	11	11	10	7
CCNA_02913	4	9	9	20	19	17	10	6	7	7	7	6
CCNA_02914	17	16	11	86	98	100	29	53	47	37	37	35
CCNA_02915	20	17	5	45	49	74	19	49	26	32	35	25
CCNA_02916	4	6	2	30	24	49	8	18	13	7	5	8
CCNA_02917	4	6	1	16	19	28	8	21	10	4	6	9
CCNA_02918	1	3	0	6	12	12	2	9	1	2	1	5
CCNA_02919	2	2	1	4	8	10	4	6	8	4	3	1
CCNA_02920	2	7	1	14	12	21	5	16	8	6	4	6
CCNA_02921	6	11	6	16	17	21	6	12	8	8	6	6
CCNA_02922	3	1	1	5	11	7	4	3	4	1	2	3
CCNA_R0175	3	3	0	1	4	5	0	3	0	5	0	2
CCNA_02923	28	29	12	72	88	124	38	54	38	22	34	36
CCNA_02924	4	2	2	10	11	13	3	7	4	7	4	9
CCNA_02925	32	41	17	106	104	87	33	54	40	38	31	21
CCNA_02926	108	81	80	155	186	190	34	41	38	63	48	38
CCNA_02927	9	16	5	52	52	66	24	46	34	19	5	16
CCNA_02929	5	31	5	83	80	138	36	86	52	36	9	12
CCNA_02930	32	56	17	182	221	274	108	159	110	65	38	29
CCNA_R0176	5	0	7	6	5	4	3	5	2	3	3	3
CCNA_02931	7	5	14	10	6	8	3	2	9	4	2	3
CCNA_02933	31	35	23	127	169	212	69	114	81	72	38	56
CCNA_02934	12	13	4	45	54	76	15	23	20	18	18	16
CCNA_02935	11	13	12	28	61	59	26	40	24	20	10	10
CCNA_02936	140	116	78	197	206	226	57	87	65	118	74	75
CCNA_02937	8	19	6	51	52	58	18	27	20	20	17	10
CCNA_02938	12	14	10	30	34	40	15	23	16	23	7	13
CCNA_02939	0	4	1	10	7	13	6	13	6	5	2	4
CCNA_02940	4	12	1	16	20	24	10	19	9	7	2	5
CCNA_02941	24	17	8	63	95	104	21	38	37	26	24	16
CCNA_02942	9	10	8	57	68	110	24	58	42	25	12	21
CCNA_03981	20	6	5	26	26	37	3	12	6	7	5	10
CCNA_03982	21	10	12	58	57	52	7	23	8	14	11	17
CCNA_02944	18	23	12	97	116	172	31	71	40	31	9	24
CCNA_02945	28	44	20	116	149	173	56	90	60	37	19	25
CCNA_02946	23	19	10	36	60	73	21	36	19	18	12	26
CCNA_02947	12	8	7	23	31	39	12	20	8	7	8	7
CCNA_02948	3	2	3	12	25	26	8	12	4	5	5	8
CCNA_02949	5	1	3	22	19	26	5	23	8	5	5	7
CCNA_02950	8	15	4	25	33	52	14	15	20	13	3	14
CCNA_02951	6	12	7	25	24	39	14	10	19	11	9	8
CCNA_R0177	0	8	4	10	10	18	1	8	7	5	2	7
CCNA_02952	4	4	0	8	8	6	2	4	2	3	2	1
CCNA_02953	6	23	3	40	49	65	27	32	23	12	8	13
CCNA_02954	11	5	9	46	54	58	13	25	14	16	18	7
CCNA_02955	7	2	5	23	24	42	10	19	10	14	7	3
CCNA_02956	9	7	5	24	33	34	12	19	11	16	7	5
CCNA_02957	7	11	5	14	34	29	7	14	13	8	7	6
CCNA_02959	34	35	24	57	65	89	13	39	20	23	9	18
CCNA_02960	9	7	3	25	29	49	6	14	14	16	8	6
CCNA_02961	26	39	27	45	60	63	32	37	31	21	15	12
CCNA_03983	14	14	15	20	28	24	5	21	11	5	7	6
CCNA_02962	262	193	224	316	342	270	70	105	79	175	75	107
CCNA_02963	60	40	92	99	103	123	27	42	23	91	37	50
CCNA_03984	41	25	19	54	69	94	14	21	15	42	27	24
CCNA_02964	45	34	20	85	125	139	32	55	44	38	28	31
CCNA_02965	21	27	18	63	84	110	22	48	32	31	25	17
CCNA_02966	38	20	25	92	105	125	28	51	41	38	30	30
CCNA_02967	58	54	51	130	155	175	34	92	65	55	19	46
CCNA_03902	9	13	11	56	60	70	21	28	22	24	8	13
CCNA_03883	8	11	3	22	30	42	13	17	14	10	5	2
CCNA_02969	3	10	12	21	18	40	15	25	20	15	4	3
CCNA_02970	15	7	13	37	48	52	10	18	13	29	9	12
CCNA_02971	19	19	16	70	103	99	34	53	42	33	12	21
CCNA_02972	5	5	6	23	26	47	9	14	21	11	8	6
CCNA_02973	257	161	84	463	596	591	58	97	86	213	174	206
CCNA_02974	61	53	34	188	208	237	51	78	51	103	34	69
CCNA_02975	29	42	25	151	185	265	69	138	84	46	38	28
CCNA_02976	9	5	8	21	38	37	11	17	10	10	7	4
CCNA_02977	100	66	40	350	470	482	70	164	146	141	176	194
CCNA_02978	63	68	39	216	272	396	95	202	157	98	43	52
CCNA_02979	11	13	6	46	65	91	17	46	34	22	11	24
CCNA_02980	12	11	12	25	47	61	16	33	22	11	11	8
CCNA_02981	7	8	4	14	40	52	9	17	16	10	6	4
CCNA_02982	7	17	5	48	38	79	23	46	26	14	7	10
CCNA_02983	8	10	8	24	66	63	24	24	14	20	10	11
CCNA_02984	7	8	2	11	13	20	7	8	8	8	2	5
CCNA_02985	8	4	0	17	17	28	13	21	7	6	8	6
CCNA_02986	14	15	6	59	71	105	41	52	39	21	11	20
CCNA_02987	40	54	30	34	41	37	20	46	39	17	11	7
CCNA_02988	14	6	4	28	32	35	4	12	7	7	6	6
CCNA_02989	8	7	1	39	31	33	9	14	14	13	1	1
CCNA_03903	23	18	8	46	41	40	12	34	10	18	1	10
CCNA_02991	7	12	5	22	23	34	7	18	9	18	5	6
CCNA_02992	4	7	1	10	20	24	5	12	5	9	2	4
CCNA_02993	5	7	5	21	24	45	17	23	12	13	5	8
CCNA_02994	33	53	16	147	178	224	63	123	83	76	38	29
CCNA_02995	40	25	23	85	117	107	17	36	25	45	26	30
CCNA_02996	33	26	21	79	110	140	47	77	40	45	23	29
CCNA_02997	53	58	47	96	137	120	44	73	47	73	71	51
CCNA_03904	410	264	133	370	515	377	64	108	92	247	200	195
CCNA_02999	521	337	212	531	764	533	106	166	157	290	290	238
CCNA_03000	16	24	11	49	72	88	21	38	26	36	20	15
CCNA_03001	46	34	29	62	59	65	13	29	28	29	28	26
CCNA_03002	11	10	7	32	32	53	16	20	14	16	9	16
CCNA_03003	16	15	13	54	59	67	23	33	21	23	7	20
CCNA_03004	1	1	2	7	19	20	10	9	8	2	0	5
CCNA_03005	7	10	4	17	19	26	1	13	7	15	10	8
CCNA_03006	45	33	79	144	212	227	52	95	68	86	92	65
CCNA_03007	25	28	24	69	78	104	30	47	36	16	28	18
CCNA_03008	36	40	28	65	97	97	42	61	45	34	29	31
CCNA_03009	42	42	24	88	83	120	39	56	56	43	34	25
CCNA_03010	28	20	15	46	64	54	15	23	12	38	23	16
CCNA_03011	26	18	13	50	100	69	14	27	18	29	22	23
CCNA_03012	38	43	13	74	98	93	25	39	36	14	17	16
CCNA_03013	9	20	8	60	79	109	34	42	28	32	11	22
CCNA_03014	25	31	15	59	92	103	36	50	34	13	21	20
CCNA_03015	0	2	1	7	13	9	4	8	3	1	5	3
CCNA_03016	2	3	3	19	18	20	4	14	9	6	7	4
CCNA_03017	4	3	2	12	20	23	12	12	12	5	2	8
CCNA_R0178	5	2	0	5	5	7	1	3	1	4	2	1
CCNA_R0073	13	16	12	20	23	31	9	17	10	12	8	9
CCNA_03018	6	7	5	33	52	46	6	25	16	13	11	11
CCNA_03019	15	20	8	47	63	81	20	32	27	30	16	22
CCNA_03020	4	7	9	17	33	41	18	29	15	13	11	14
CCNA_03021	2	2	1	3	8	8	4	10	5	3	0	3
CCNA_03022	4	9	2	30	28	35	14	17	11	10	8	3
CCNA_03023	28	19	8	56	69	78	29	43	39	37	55	9
CCNA_03024	38	20	16	46	70	78	9	34	24	26	40	33
CCNA_03025	15	18	18	23	31	23	6	18	10	15	11	9
CCNA_03026	13	23	17	25	42	24	12	15	18	14	8	16
CCNA_03027	6	6	4	26	29	21	8	20	11	8	5	9
CCNA_03028	5	3	2	13	18	21	3	4	3	5	1	13
CCNA_03029	6	1	2	14	19	20	10	11	8	8	4	6
CCNA_03030	68	35	34	112	182	143	29	50	28	59	69	54
CCNA_03031	6	6	6	16	19	25	5	15	7	4	8	3
CCNA_03032	11	8	5	28	32	33	7	19	9	11	13	10
CCNA_03033	2	4	1	3	11	17	4	7	5	7	3	4
CCNA_03034	4	5	0	7	9	5	1	4	2	3	5	2
CCNA_03035	5	8	3	14	16	41	7	20	11	12	3	12
CCNA_03036	2	6	4	9	12	20	5	7	4	5	6	4
CCNA_03037	7	5	2	20	17	28	13	28	11	8	5	5
CCNA_03038	3	7	4	25	22	26	12	10	11	9	7	13
CCNA_03039	3	4	2	15	13	18	5	13	4	3	3	5
CCNA_03040	8	10	0	32	51	41	22	29	21	9	10	11
CCNA_03041	4	4	2	4	15	11	8	8	4	6	5	1
CCNA_03042	1	2	3	8	5	9	3	7	4	1	10	2
CCNA_03043	44	41	97	29	33	21	12	21	10	49	51	36
CCNA_03044	6	5	2	3	7	10	1	2	3	4	4	2
CCNA_03045	4	4	0	20	14	17	13	15	4	11	4	8
CCNA_03046	3	5	2	12	17	14	9	17	3	3	4	5
CCNA_03047	2	4	3	3	11	19	1	13	6	2	6	4
CCNA_03048	10	8	4	31	32	54	10	27	13	12	10	5
CCNA_03049	4	12	3	36	47	63	23	38	20	23	8	2
CCNA_03050	8	7	6	16	43	42	10	21	18	14	7	9
CCNA_03051	6	7	4	24	29	28	2	14	7	8	5	4
CCNA_03052	8	13	4	31	39	69	9	34	30	10	9	10
CCNA_03053	18	4	8	18	44	59	7	17	22	5	5	10
CCNA_03055	2	4	0	19	17	27	11	14	16	9	6	5
CCNA_03054	16	14	6	44	56	62	22	33	21	24	19	21
CCNA_03056	10	9	2	35	55	59	12	23	11	11	4	6
CCNA_03057	3	5	4	19	23	44	9	31	12	10	2	7
CCNA_03058	8	13	7	82	86	125	46	59	39	19	6	12
CCNA_03059	9	27	10	99	113	152	58	87	42	33	15	28
CCNA_03060	451	247	217	436	487	567	71	102	120	274	158	229
CCNA_03061	66	74	38	228	280	319	72	148	92	102	59	66
CCNA_03062	76	62	29	250	333	370	93	157	101	92	52	64
CCNA_03063	23	32	8	87	115	109	30	49	34	29	16	18
CCNA_03064	8	8	4	32	57	49	5	17	16	15	13	8
CCNA_03065	276	172	196	338	389	363	56	88	94	190	77	118
CCNA_03066	127	172	120	236	264	298	103	177	130	164	47	84
CCNA_03067	1	4	3	18	18	31	13	23	12	9	3	4
CCNA_03068	5	7	4	19	20	24	3	18	14	5	4	3
CCNA_03069	4	3	2	7	11	14	3	2	4	4	5	3
CCNA_03070	10	2	8	19	45	28	7	11	8	14	11	15
CCNA_03071	12	15	1	33	65	79	22	36	27	18	7	5
CCNA_03072	6	12	11	37	49	45	19	34	19	32	15	18
CCNA_03073	2	6	2	6	20	13	5	8	4	8	1	2
CCNA_03074	5	8	3	27	38	43	15	25	22	9	0	9
CCNA_03075	4	3	1	34	28	53	18	34	10	9	6	8
CCNA_03076	118	107	72	256	316	403	115	177	120	112	70	89
CCNA_03077	12	11	6	37	61	51	9	26	14	17	10	19
CCNA_03078	18	19	22	47	69	63	14	33	26	20	18	20
CCNA_03079	17	32	19	84	106	117	53	75	24	32	10	25
CCNA_03080	15	21	9	70	84	111	42	59	43	28	8	17
CCNA_03884	0	2	1	13	9	9	4	5	2	7	1	3
CCNA_03081	4	8	2	23	35	34	11	9	13	7	6	9
CCNA_03082	8	19	12	83	92	107	15	22	22	45	37	54
CCNA_03083	25	61	31	47	53	78	34	76	46	29	6	23
CCNA_03084	11	17	10	36	25	45	23	31	19	21	9	8
CCNA_03085	67	90	36	135	131	139	53	77	72	77	41	44
CCNA_03086	47	34	28	49	50	60	13	24	24	22	21	20
CCNA_03087	1	5	3	17	19	20	7	16	6	12	5	7
CCNA_03088	3	12	6	44	39	48	20	23	21	18	11	13
CCNA_03089	4	8	1	23	30	23	7	17	4	9	5	7
CCNA_03090	7	4	3	32	47	64	15	35	22	17	19	11
CCNA_03091	47	59	21	477	666	450	55	81	64	128	55	75
CCNA_03092	43	107	24	454	618	729	195	322	196	133	61	78
CCNA_03093	24	12	12	96	124	153	53	68	54	26	18	15
CCNA_03094	18	38	16	138	172	222	55	98	68	49	20	35
CCNA_03095	24	19	18	83	98	146	31	49	41	37	25	30
CCNA_03096	41	61	21	136	180	239	70	131	63	74	30	49
CCNA_03097	63	31	46	84	104	107	27	59	35	35	56	38
CCNA_03098	22	34	39	119	177	231	71	125	87	45	14	15
CCNA_03099	8	7	9	40	55	59	22	50	31	12	10	12
CCNA_03100	1	7	1	8	21	23	8	10	12	2	1	4
CCNA_03101	7	8	6	29	34	46	15	26	15	20	4	8
CCNA_03102	32	19	39	42	54	62	23	26	25	34	18	15
CCNA_03103	4	6	3	32	26	30	10	21	6	13	3	4
CCNA_03104	8	19	7	48	63	65	23	41	10	26	10	13
CCNA_03105	89	57	78	86	91	86	18	32	28	67	65	67
CCNA_03106	20	14	5	23	40	27	3	4	6	17	6	8
CCNA_03107	11	8	4	13	27	23	2	14	8	9	9	11
CCNA_03108	1780	1466	441	2679	3434	2651	625	779	752	1073	867	816
CCNA_03110	119	93	90	148	184	143	43	59	67	80	42	55
CCNA_03112	32	18	19	79	111	131	41	66	50	48	26	31
CCNA_03985	94	98	114	278	306	274	77	118	97	153	87	120
CCNA_03113	62	47	50	178	190	232	41	63	48	83	70	73
CCNA_03114	4	7	0	30	38	40	7	13	21	11	2	3
CCNA_03115	28	43	13	141	167	220	57	122	79	57	39	25
CCNA_R0179	1	7	1	32	34	35	13	24	19	9	1	5
CCNA_03116	2	7	3	44	47	48	19	34	25	16	7	8
CCNA_03117	11	24	5	68	70	89	32	50	31	27	16	17
CCNA_R0180	8	13	6	61	62	67	22	36	23	22	14	12
CCNA_03118	17	21	10	133	131	158	41	69	57	48	25	27
CCNA_R0181	11	15	8	65	64	61	13	35	22	23	9	10
CCNA_03119	297	288	232	418	693	518	142	255	224	215	135	134
CCNA_03120	30	29	25	68	91	96	28	41	39	62	27	37
CCNA_03121	17	15	28	62	100	101	10	42	20	67	17	33
CCNA_03122	18	27	31	94	106	118	18	45	29	72	45	50
CCNA_03123	12	12	9	30	23	47	10	17	17	28	27	33
CCNA_03124	27	22	21	53	61	73	13	37	25	41	30	22
CCNA_03125	17	20	24	70	69	93	27	50	36	32	20	20
CCNA_03126	42	62	21	123	157	149	33	67	51	43	36	36
CCNA_03127	18	24	7	80	94	96	35	48	26	35	28	26
CCNA_03128	9	18	3	49	48	76	24	52	26	12	7	13
CCNA_03129	31	28	9	160	159	232	58	143	92	50	24	33
CCNA_03130	55	91	45	219	220	307	99	186	122	65	44	54
CCNA_03131	44	70	22	198	248	317	86	197	124	68	25	46
CCNA_03132	113	115	60	342	382	411	127	242	149	98	42	48
CCNA_03133	46	50	20	173	226	250	72	145	104	53	20	32
CCNA_03134	2	4	4	20	14	35	6	21	15	10	5	3
CCNA_03135	6	8	5	19	28	40	18	22	14	12	7	8
CCNA_03136	3	2	4	6	11	18	4	10	9	7	0	5
CCNA_03137	43	32	27	69	75	63	19	34	30	46	24	25
CCNA_03986	71	36	35	76	95	73	16	32	19	50	19	34
CCNA_03138	2821	2360	702	6930	8766	6376	922	1240	1268	906	636	1352
CCNA_R0182	4	6	1	18	27	13	5	3	2	4	2	0
CCNA_03139	14	19	7	65	59	93	25	44	27	35	21	24
CCNA_03140	3	9	3	26	23	37	9	22	14	8	3	2
CCNA_03141	23	15	24	32	30	48	9	13	16	24	21	29
CCNA_03142	207	122	144	314	466	524	79	137	99	203	144	181
CCNA_R0183	89	30	59	119	179	169	18	29	31	59	36	52
CCNA_03143	34	39	17	127	169	167	48	76	53	63	36	34
CCNA_03144	24	32	15	140	181	226	79	129	76	52	22	32
CCNA_03146	14	10	7	32	47	70	14	39	19	20	12	13
CCNA_03147	2	2	2	11	13	12	7	15	8	9	2	2
CCNA_03148	47	19	28	65	95	78	10	32	18	44	52	45
CCNA_03149	25	24	14	47	63	92	24	41	25	25	31	28
CCNA_03150	4	1	0	8	8	6	1	4	5	4	3	2
CCNA_03151	13	8	8	20	33	41	14	25	18	20	9	9
CCNA_03152	25	14	19	50	53	64	7	11	6	16	15	12
CCNA_03153	16	10	11	21	25	40	10	15	10	15	11	10
CCNA_03154	9	9	6	18	33	36	12	13	23	6	3	8
CCNA_03155	14	31	8	63	72	124	45	95	32	34	29	21
CCNA_03156	13	17	6	41	47	47	24	55	27	29	28	15
CCNA_03157	57	26	17	63	67	83	22	55	40	43	61	30
CCNA_03158	6	10	2	27	25	28	13	15	23	3	12	5
CCNA_03159	5	6	2	19	34	37	13	27	15	12	9	15
CCNA_03160	1	3	3	6	11	18	5	3	9	7	8	2
CCNA_03161	14	10	8	43	47	46	17	42	20	14	6	9
CCNA_03162	5	5	8	29	26	50	12	24	21	12	10	10
CCNA_03163	7	6	5	19	24	21	7	18	11	21	10	11
CCNA_03164	34	41	14	167	222	321	88	132	95	43	49	34
CCNA_03165	2	7	1	13	26	39	11	21	11	8	4	2
CCNA_03166	7	5	4	18	32	33	9	10	10	12	7	5
CCNA_03167	15	10	6	50	48	63	15	21	20	20	9	14
CCNA_03168	19	29	9	53	54	79	11	43	21	31	22	16
CCNA_03169	267	336	252	1026	1607	1179	349	681	432	528	309	350
CCNA_R0184	7	21	5	89	123	101	28	68	24	48	17	25
CCNA_03170	13	43	8	129	175	246	78	177	108	63	27	42
CCNA_03171	32	56	16	203	227	298	149	209	147	95	34	47
CCNA_03172	12	17	12	43	62	68	17	22	29	25	12	17
CCNA_03173	14	15	24	61	75	80	23	35	16	22	14	17
CCNA_03174	20	57	20	106	84	141	49	95	55	51	21	27
CCNA_03175	35	57	29	89	120	109	26	63	40	53	21	27
CCNA_03176	33	38	22	66	85	78	16	30	19	44	26	19
CCNA_03177	26	25	15	117	162	158	48	72	67	57	27	33
CCNA_03178	3	2	5	11	18	25	6	7	6	6	5	2
CCNA_03179	13	8	5	19	41	38	7	25	13	17	7	13
CCNA_03180	4	1	3	14	17	20	4	6	3	4	9	8
CCNA_03181	28	42	25	169	178	221	66	104	72	107	65	58
CCNA_03182	1	8	3	17	26	33	9	14	18	13	4	6
CCNA_03183	12	16	5	64	72	109	29	45	37	34	12	11
CCNA_03184	33	38	25	92	131	142	30	55	45	59	24	39
CCNA_03185	7	5	8	38	39	40	6	19	14	14	11	9
CCNA_03186	2	6	10	33	36	43	10	23	13	17	3	4
CCNA_03187	3	9	1	14	17	23	12	20	8	7	7	5
CCNA_03188	19	21	8	113	161	135	17	30	21	45	43	33
CCNA_03189	10	13	1	25	31	27	11	15	10	9	12	6
CCNA_03190	10	6	3	45	54	58	25	38	19	17	11	8
CCNA_03191	12	19	6	73	86	95	28	58	46	37	19	19
CCNA_03192	11	12	7	34	37	38	8	14	10	15	10	11
CCNA_03193	7	14	9	37	46	34	10	22	6	8	13	10
CCNA_03194	13	9	7	32	24	39	11	14	13	11	12	14
CCNA_03987	11	4	8	16	27	20	4	6	5	4	5	2
CCNA_03195	139	101	141	364	438	496	90	203	115	154	128	103
CCNA_03196	3	0	2	3	10	4	2	2	2	3	1	2
CCNA_03197	2	9	4	33	43	45	15	26	17	10	7	4
CCNA_03198	12	12	14	26	39	34	18	26	27	20	19	11
CCNA_03199	8	10	10	50	57	81	22	31	22	22	13	14
CCNA_03200	16	27	11	64	74	106	32	61	35	21	14	12
CCNA_03201	25	34	8	137	165	242	58	140	96	53	18	31
CCNA_03202	23	27	19	69	75	107	26	63	42	23	13	14
CCNA_03203	22	27	18	43	52	98	32	38	25	23	26	19
CCNA_03204	34	38	20	64	102	120	27	44	41	52	29	33
CCNA_03205	30	31	19	75	104	143	34	69	56	42	26	35
CCNA_03206	9	19	6	78	62	115	37	72	40	18	11	11
CCNA_03207	15	23	5	74	130	160	32	76	45	37	15	22
CCNA_03208	12	21	3	85	113	155	35	80	55	41	10	19
CCNA_03209	24	58	13	254	308	423	116	240	171	74	18	37
CCNA_03210	25	61	13	296	370	512	141	303	185	108	22	45
CCNA_03211	112	140	66	675	932	1023	282	515	322	155	54	77
CCNA_03212	126	93	88	516	664	655	95	170	92	108	24	64
CCNA_03213	160	162	103	307	394	371	56	70	77	157	89	109
CCNA_03214	315	284	181	485	607	578	111	127	126	249	153	176
CCNA_03215	14	11	13	44	57	68	23	32	26	19	11	12
CCNA_03216	6	1	8	21	14	23	6	9	5	6	3	2
CCNA_R0185	8	5	6	29	28	41	7	22	16	8	8	5
CCNA_03217	13	8	7	49	58	78	15	37	24	19	8	10
CCNA_03218	12	5	8	53	48	63	21	32	24	22	8	16
CCNA_03219	24	27	17	110	136	153	41	70	47	38	27	28
CCNA_03221	17	20	19	59	76	98	23	38	24	37	20	29
CCNA_03222	15	13	3	49	58	88	20	32	13	25	19	21
CCNA_03223	7	7	4	26	24	28	7	12	8	6	4	4
CCNA_03224	9	14	8	26	34	34	9	14	11	18	3	3
CCNA_03225	4	5	8	31	29	41	14	20	17	10	8	12
CCNA_03226	3	5	7	25	25	35	18	21	21	17	9	11
CCNA_03227	152	112	82	266	325	308	73	95	100	164	176	151
CCNA_03228	30	32	27	87	91	122	23	43	24	39	37	32
CCNA_03229	14	11	8	24	35	23	11	21	11	8	3	20
CCNA_03230	12	18	18	41	46	55	17	24	22	22	11	28
CCNA_03988	260	298	148	380	411	469	116	185	181	172	88	115
CCNA_03231	221	257	121	285	303	355	89	156	148	136	64	93
CCNA_03232	141	164	95	222	259	286	65	101	93	97	50	63
CCNA_03233	30	27	10	124	131	192	49	89	66	47	22	19
CCNA_03234	8	10	4	40	58	77	18	25	17	21	3	12
CCNA_03235	5	15	5	31	47	65	13	38	22	19	6	13
CCNA_03236	7	13	5	38	39	60	11	27	15	16	7	11
CCNA_03238	8	11	14	40	82	67	17	35	19	20	11	26
CCNA_03239	81	57	53	136	136	194	53	67	58	78	52	63
CCNA_03240	21	14	8	56	98	79	28	37	19	28	8	27
CCNA_03241	17	6	9	43	41	54	13	26	15	22	13	13
CCNA_03242	20	16	14	62	75	101	17	49	28	24	17	19
CCNA_03243	13	16	6	65	61	91	16	47	28	21	18	14
CCNA_03244	7	4	3	28	27	30	9	11	7	7	9	0
CCNA_03245	19	32	15	71	89	93	23	41	29	21	22	23
CCNA_03246	38	26	18	109	105	98	13	42	23	67	24	52
CCNA_03247	42	40	38	81	95	111	31	65	52	44	30	34
CCNA_03248	118	124	104	251	278	274	111	160	123	182	174	110
CCNA_03249	47	56	32	162	173	220	55	107	82	95	87	73
CCNA_03250	9	19	6	60	71	99	35	61	49	18	10	12
CCNA_03989	11	23	10	48	71	82	22	43	28	18	11	16
CCNA_03252	14	13	11	45	73	57	10	23	13	20	8	10
CCNA_03253	52	56	68	270	320	339	51	93	57	74	31	55
CCNA_03254	23	38	22	181	204	225	51	103	71	60	14	34
CCNA_R0186	0	0	0	0	0	0	0	1	0	1	1	3
CCNA_03255	15	16	11	28	36	23	8	17	23	9	5	6
CCNA_03256	22	17	7	61	82	117	19	53	29	32	19	27
CCNA_03990	0	3	0	6	8	11	3	5	4	2	2	2
CCNA_03257	3	16	4	47	51	81	26	32	26	23	6	11
CCNA_03258	16	8	14	14	15	28	10	12	11	6	5	8
CCNA_03259	9	20	15	26	36	48	24	34	14	15	9	5
CCNA_03260	9	3	3	33	17	34	11	23	6	14	3	6
CCNA_03261	8	11	13	27	28	43	9	20	13	8	8	13
CCNA_03262	2	7	2	25	28	36	11	18	15	8	2	9
CCNA_03263	40	78	27	164	228	217	71	115	79	112	90	48
CCNA_03265	14	19	4	78	84	106	21	61	33	19	15	10
CCNA_03266	49	25	26	52	71	100	12	31	29	37	22	28
CCNA_03267	334	193	284	249	332	293	84	97	93	166	143	159
CCNA_03268	4	4	5	24	21	28	7	20	19	4	6	2
CCNA_03269	12	46	8	139	121	174	64	117	77	42	22	24
CCNA_03271	24	29	3	185	204	242	103	166	103	74	29	35
CCNA_03270	4	12	4	58	52	73	19	50	23	16	9	6
CCNA_03272	30	32	10	106	116	150	59	87	70	40	23	24
CCNA_03274	4	7	2	11	19	31	7	12	10	9	3	5
CCNA_03275	8	11	2	28	27	51	15	25	13	9	5	7
CCNA_03276	9	36	7	75	105	164	49	108	62	27	12	15
CCNA_R0075	1	6	1	16	14	18	4	6	10	3	0	2
CCNA_03277	12	23	5	61	94	105	34	82	41	30	14	11
CCNA_03278	24	33	22	79	112	140	30	57	43	56	28	29
CCNA_03279	8	12	4	56	78	100	19	42	28	15	12	17
CCNA_03280	88	142	73	534	674	862	220	447	309	264	168	189
CCNA_03281	18	18	7	60	71	109	28	64	28	52	41	48
CCNA_R0187	2	1	0	2	7	10	2	3	2	5	1	2
CCNA_03282	33	29	18	79	97	125	38	60	44	39	15	26
CCNA_03283	13	31	14	104	123	192	65	92	63	30	22	22
CCNA_03284	20	38	13	84	99	160	54	121	62	28	10	27
CCNA_03285	212	173	153	435	529	641	156	240	174	118	49	90
CCNA_03286	297	149	181	394	509	663	127	202	162	136	38	91
CCNA_03287	77	55	61	103	146	186	42	59	54	31	17	20
CCNA_03288	47	35	34	59	79	93	60	121	52	13	4	16
CCNA_03289	88	78	52	102	133	136	139	256	162	25	17	19
CCNA_03290	37	49	19	66	99	100	132	227	133	23	13	16
CCNA_03291	39	46	24	115	148	140	94	207	126	34	23	35
CCNA_03292	38	46	17	74	92	128	127	230	140	43	14	29
CCNA_03293	75	86	52	143	190	238	150	237	158	109	60	66
CCNA_R0188	51	74	12	87	92	79	43	73	64	161	148	78
CCNA_03294	82	96	37	191	211	226	51	110	70	110	99	79
CCNA_03295	112	221	196	107	120	134	143	244	192	78	25	52
CCNA_03296	106	105	84	197	201	215	62	89	65	73	68	73
CCNA_03297	129	104	52	121	184	189	60	97	67	61	36	33
CCNA_03298	31	45	19	137	181	230	70	136	76	43	35	45
CCNA_03299	38	26	29	66	65	69	19	41	40	27	31	27
CCNA_03300	12	7	7	28	34	35	10	17	13	13	16	13
CCNA_03301	50	22	40	75	89	100	31	63	31	37	37	21
CCNA_03302	8	7	6	18	26	30	12	9	11	11	8	9
CCNA_03303	34	28	17	114	146	158	49	100	70	40	57	48
CCNA_03304	68	58	43	225	252	349	97	160	112	116	108	58
CCNA_03305	18	33	21	64	75	95	25	61	34	48	25	29
CCNA_03306	12	18	10	60	69	85	16	54	29	24	38	20
CCNA_03307	8	4	4	32	22	34	5	11	7	17	13	15
CCNA_03308	10	16	12	45	55	88	31	56	44	20	5	17
CCNA_03309	60	50	23	115	132	153	34	80	36	56	43	43
CCNA_03310	29	24	18	86	110	114	29	63	46	35	32	22
CCNA_03311	22	16	18	47	76	97	21	44	35	23	24	13
CCNA_R0076	10	9	6	18	29	25	7	9	6	10	12	2
CCNA_03312	48	59	14	155	195	119	29	40	33	81	83	47
CCNA_03313	510	325	107	977	1145	845	139	179	213	539	513	396
CCNA_03314	8	17	10	74	96	92	26	32	23	30	34	36
CCNA_03315	31	25	15	58	84	79	18	38	29	33	30	29
CCNA_03316	23	34	11	85	106	144	36	74	48	43	28	33
CCNA_03317	39	75	27	332	395	587	155	320	181	108	62	70
CCNA_03318	40	72	17	219	264	322	97	223	117	89	26	53
CCNA_R0074	7	10	0	29	47	62	19	33	16	8	5	9
CCNA_03319	20	52	9	179	198	303	86	183	109	107	51	48
CCNA_03320	28	44	37	108	175	193	51	96	51	67	29	35
CCNA_03321	3	10	1	41	26	45	14	25	17	11	12	5
CCNA_03322	17	28	12	87	100	155	45	62	50	32	21	26
CCNA_03323	13	25	9	105	131	200	49	95	68	48	25	33
CCNA_03324	47	36	80	105	116	105	30	31	43	45	35	53
